Winner,Team1,Team2,Team1_Score,Team2_Score
TeamOne,TeamOne,Bad News Bears,5,16
Infamous,Party Astronauts,Infamous,16,6
Ground Zero,Genuine,Ground Zero,13,16
Breakaway,Breakaway,Athletico,19,15
Content,Content,Skyfire,3,16
ICON,ICON,AVANT,16,1
Chiefs,Chiefs,ex-Paradox,8,16
MIBR,MIBR,G2,16,12
AVANGAR,FaZe,AVANGAR,13,16
HellRaisers,NiP,HellRaisers,16,5
Vitality,Vitality,Cloud9,16,14
x6tence Galaxy,x6tence Galaxy,Sprout,4,16
x6tence Galaxy,x6tence Galaxy,Sprout,8,16
ENCE,ENCE,BIG,5,16
ENCE,BIG,ENCE,14,16
ENCE,ENCE,BIG,16,10
Renegades,Astralis,Renegades,17,19
Renegades,Renegades,Astralis,9,16
Renegades,Astralis,Renegades,16,2
Epsilon,Epsilon,Movistar Riders,16,10
Sprout,Sprout,Virtus.pro,16,12
Unicorns of Love,Unicorns of Love,expert,16,14
Valiance,Valiance,AGO,25,21
AGO,Valiance,AGO,16,6
forZe,Virtus.pro,forZe,10,16
devils.one,devils.one,Windigo,16,14
Izako Boars,Izako Boars,ex-Fragsters,16,13
ALTERNATE aTTaX,ALTERNATE aTTaX,expert,16,10
Uruguay,Unicorns of Love,Uruguay,16,19
Heavy KnockOut,Akopalipsa,Heavy KnockOut,16,19
Complexity,Complexity,NRG,22,19
Complexity,NRG,Complexity,16,19
tomorrow will be better,tomorrow will be better,Sprout,3,16
tomorrow will be better,tomorrow will be better,Sprout,3,16
Nemiga,Nemiga,Epsilon,16,10
Nemiga,Nemiga,Epsilon,19,15
3DMAX,Vexed,3DMAX,15,19
Vexed,3DMAX,Vexed,16,9
Liquid,Liquid,Natus Vincere,16,14
Natus Vincere,Liquid,Natus Vincere,16,9
devils.one,HoP,devils.one,13,16
HAVU,HAVU,Windigo,22,19
Windigo,Windigo,HAVU,19,17
HAVU,HAVU,Windigo,3,16
GANSOS,GANSOS,Bulldozer,7,16
2anosOLD,Assault Team,2anosOLD,16,9
All Knights,All Knights,Bring It On,16,11
All Knights,All Knights,Bring It On,9,16
All Knights,All Knights,Bring It On,16,11
Black Label Society,Black Label Society,Magic,16,14
Magic,Black Label Society,Magic,16,8
W7M,W7M,DETONA,9,16
Mythic,Party Astronauts,Mythic,16,5
Stay Frosty,Party Astronauts,Stay Frosty,16,6
Isurus,Isurus,Imperial,16,10
The Fundamentals,MASSIVEimpact,The Fundamentals,11,16
Niknexus,Nova Dragons,Niknexus,14,16
Niknexus,Niknexus,Nova Dragons,9,16
Nova Dragons,Nova Dragons,Niknexus,3,16
iNTACT,iNTACT,The Fundamentals,16,12
Denial,Old Guys Club,Denial,12,16
ViCi,ViCi,BTRG.IMBA,16,13
BTRG.IMBA,BTRG.IMBA,ViCi,7,16
5POWER,EHOME,5POWER,16,8
5POWER,5POWER,EHOME,16,14
5POWER,5POWER,EHOME,16,11
Vitality,Vitality,Renegades,5,16
Vitality,Vitality,Renegades,16,11
Renegades,Renegades,Vitality,16,12
5POWER,ViCi,5POWER,13,16
5POWER,5POWER,ViCi,25,22
AVANGAR,Natus Vincere,AVANGAR,16,6
Natus Vincere,AVANGAR,Natus Vincere,11,16
Unicorns of Love,Unicorns of Love,Windigo,16,13
NiP,MIBR,NiP,16,6
MIBR,NiP,MIBR,14,16
KoN Denmark,KoN Sweden,KoN Denmark,16,4
volgare,Unicorns of Love,volgare,16,4
KoN Finland,KoN Sweden,KoN Finland,16,3
KoN Norway,KoN Sweden,KoN Norway,17,19
All Knights,Furious,All Knights,13,16
All Knights,Furious,All Knights,10,16
Aster,Ignis,Aster,20,22
Ignis,Aster,Ignis,10,16
Ignis,Aster,Ignis,13,16
Entry,IPET,Entry,16,2
IPET,IPET,Entry,16,0
BOOM,BOOM,Alpha Red,16,14
BOOM,Alpha Red,BOOM,16,6
Recca,Recca,RRQ,16,14
RRQ,RRQ,Recca,22,19
RRQ,RRQ,Recca,16,10
Alpha Red,BOOM,Alpha Red,12,16
ENCE,ENCE,G2,19,17
ENCE,G2,ENCE,10,16
FaZe,FaZe,Complexity,8,16
FaZe,Complexity,FaZe,11,16
FaZe,FaZe,Complexity,16,14
SJ,Akopalipsa,SJ,14,16
HellRaisers,Cloud9,HellRaisers,16,8
Cloud9,HellRaisers,Cloud9,12,16
WePlayGames,Sharks,WePlayGames,16,9
WePlayGames,WePlayGames,Sharks,4,16
SJ,volgare,SJ,16,19
paiN,paiN,DETONA,16,10
DETONA,paiN,DETONA,12,16
DETONA,DETONA,paiN,16,14
Jaguar,Jaguar,FULL SEND,8,16
Jaguar,FULL SEND,Jaguar,16,7
Jade,Genuine,Jade,13,16
Jade,Jade,Genuine,5,16
Black Label Society,Niknexus,Black Label Society,16,3
Niknexus,Niknexus,Black Label Society,16,10
Aster,Aster,Storm Rider,3,16
Aster,Storm Rider,Aster,16,6
2990,2990,EHOME,8,16
2990,EHOME,2990,11,16
2990,EHOME,2990,16,3
Recca,Maple,Recca,16,6
Maple,Recca,Maple,14,16
MiTH,MiTH,BOOM,5,16
MiTH,BOOM,MiTH,14,16
BOOM,BOOM,MiTH,28,25
ENCE,ENCE,AVANGAR,16,12
AVANGAR,AVANGAR,ENCE,7,16
Tricked,Epsilon,Tricked,16,4
Tricked,Tricked,Epsilon,4,16
Uruguay,Giants,Uruguay,10,16
Giants,Giants,Uruguay,6,16
FASTLOSE,x6tence Galaxy,FASTLOSE,16,8
x6tence Galaxy,x6tence Galaxy,FASTLOSE,22,19
Chaos,Chaos,Gambit,8,16
Chaos,Chaos,Gambit,16,14
Gambit,Chaos,Gambit,12,16
Vitality,NiP,Vitality,16,7
NiP,Vitality,NiP,16,8
Vitality,NiP,Vitality,16,7
Uruguay,x6tence Galaxy,Uruguay,12,16
Uruguay,x6tence Galaxy,Uruguay,16,7
x6tence Galaxy,Uruguay,x6tence Galaxy,13,16
Epsilon,Gambit,Epsilon,16,4
Gambit,Gambit,Epsilon,9,16
Gambit,Gambit,Epsilon,5,16
volgare,volgare,pro100,5,16
FaZe,FaZe,Cloud9,16,14
Cloud9,Cloud9,FaZe,9,16
Akopalipsa,Akopalipsa,devils.one,8,16
Orion,Hysteria,Orion,10,16
Orion,Hysteria,Orion,16,5
Hysteria,Orion,Hysteria,11,16
iNTACT,Ghost,iNTACT,17,19
iNTACT,iNTACT,Ghost,8,16
Ghost,iNTACT,Ghost,11,16
Big Frames,Big Frames,Kobruh,8,16
Kobruh,Kobruh,Big Frames,5,16
Kobruh,Big Frames,Kobruh,16,6
Big Chillin,Big Chillin,Stay Frosty,7,16
Big Chillin,Stay Frosty,Big Chillin,16,7
voLante,voLante,Conan's Money Crew,8,16
voLante,voLante,Conan's Money Crew,8,16
Hysteria,The Quest,Hysteria,16,5
Hysteria,The Quest,Hysteria,16,9
Big Frames,Ghost,Big Frames,16,8
Big Frames,Big Frames,Ghost,5,16
Drunkco,Shot,Drunkco,16,5
Stay Frosty,Stay Frosty,Conan's Money Crew,16,13
Stay Frosty,Conan's Money Crew,Stay Frosty,13,16
voLante,voLante,Big Chillin,16,14
voLante,Big Chillin,voLante,16,8
voLante,Big Chillin,voLante,16,4
PopoutBoyz,Caladrius,PopoutBoyz,12,16
Athletico,Astral Influence,Athletico,13,16
x6tence Galaxy,Uruguay,x6tence Galaxy,16,8
Uruguay,x6tence Galaxy,Uruguay,12,16
pro100,pro100,Winstrike,5,16
Winstrike,pro100,Winstrike,10,16
Epsilon,ex-Fragsters,Epsilon,12,16
LDLC,Valiance,LDLC,16,2
LDLC,LDLC,Valiance,7,16
Bpro,Bpro,devils.one,9,16
Movistar Riders,Movistar Riders,Spirit,8,16
Winstrike,Winstrike,x6tence Galaxy,16,11
x6tence Galaxy,Winstrike,x6tence Galaxy,16,5
Heavy KnockOut,Heavy KnockOut,SJ,8,16
Bulldozer,Bulldozer,W7M,6,16
W7M,Bulldozer,W7M,11,16
FULL SEND,FULL SEND,Niknexus,16,12
FULL SEND,Niknexus,FULL SEND,16,8
Denial,Denial,FURIA,2,16
Assault Team,Assault Team,Imperial,3,16
Assault Team,Assault Team,Imperial,5,16
Nova Dragons,Jaguar,Nova Dragons,16,5
Forty Six and 2,Forty Six and 2,The Fundamentals,4,16
Shot,Shot,Black Label Society,8,16
The Fundamentals,The Fundamentals,Party Astronauts,5,16
MASSIVEimpact,iNTACT,MASSIVEimpact,16,6
AVANGAR,x-kom,AVANGAR,13,16
x-kom,AVANGAR,x-kom,16,9
Windigo,Windigo,3DMAX,16,13
3DMAX,3DMAX,Windigo,6,16
Izako Boars,Izako Boars,ALTERNATE aTTaX,6,16
HAVU,NoChance,HAVU,12,16
NoChance,HAVU,NoChance,16,9
Movistar Riders,forZe,Movistar Riders,11,16
Winstrike,x-kom,Winstrike,12,16
x-kom,x-kom,Winstrike,4,16
Chaos,Chaos,Epsilon,7,16
Valiance,Virtus.pro,Valiance,12,16
AGO,AGO,Sprout,16,11
Sprout,AGO,Sprout,13,16
AGO,AGO,Sprout,2,16
expert,expert,Chaos,16,14
Uruguay,Uruguay,Virtus.pro,16,11
Izako Boars,Valiance,Izako Boars,16,8
Winstrike,Windigo,Winstrike,16,4
Winstrike,Winstrike,Windigo,7,16
AVANGAR,AVANGAR,Bojestvata,16,1
Akopalipsa,Akopalipsa,volgare,16,11
Isurus,W7M,Isurus,20,22
Isurus,W7M,Isurus,12,16
Big Frames,iNTACT,Big Frames,16,6
iNTACT,Big Frames,iNTACT,11,16
SODMG,Farmers,SODMG,12,16
Farmers,SODMG,Farmers,16,7
Kobruh,lets go bowlin,Kobruh,10,16
lets go bowlin,lets go bowlin,Kobruh,6,16
Infamous,Infamous,Cyclone,16,11
Cyclone,Infamous,Cyclone,13,16
Infamous,Infamous,Cyclone,16,14
Party Astronauts,FURIA,Party Astronauts,16,9
Singularity,Denial,Singularity,16,4
Black Label Society,Jaguar,Black Label Society,16,2
Forty Six and 2,Forty Six and 2,Final Feature,3,16
iNTACT,iNTACT,Kobruh,16,12
iNTACT,Kobruh,iNTACT,14,16
Off The Grid,Off The Grid,AVANT,2,16
Ground Zero,Ground Zero,R!OT,19,17
PC419,PC419,Content,7,16
PopoutBoyz,Off The Grid,PopoutBoyz,13,16
Skyfire,Skyfire,Caladrius,16,1
Ground Zero,PC419,Ground Zero,14,16
AVANT,AVANT,ex-Paradox,19,16
AVANGAR,Winstrike,AVANGAR,14,16
Winstrike,AVANGAR,Winstrike,14,16
Winstrike,AVANGAR,Winstrike,13,16
ALTERNATE aTTaX,Sprout,ALTERNATE aTTaX,11,16
Uruguay,forZe,Uruguay,16,6
Movistar Riders,Movistar Riders,ALTERNATE aTTaX,16,13
Virtus.pro,Epsilon,Virtus.pro,16,9
AGO,Valiance,AGO,16,7
pro100,pro100,AVANGAR,8,16
pro100,AVANGAR,pro100,16,5
HoP,forZe,HoP,16,9
Virtus.pro,Virtus.pro,expert,6,16
3DMAX,3DMAX,Akopalipsa,16,10
x6tence Galaxy,x6tence Galaxy,pro100,9,16
x6tence Galaxy,x6tence Galaxy,pro100,16,10
x6tence Galaxy,x6tence Galaxy,pro100,19,17
Nexus,Bojestvata,Nexus,16,5
g4m3rZ,g4m3rZ,Tricked,6,16
g4m3rZ,g4m3rZ,Tricked,2,16
Brutalis,Chaos,Brutalis,16,3
Chaos,Brutalis,Chaos,13,16
devils.one,forZe,devils.one,14,16
forZe,devils.one,forZe,14,16
devils.one,devils.one,forZe,3,16
NoChance,Heroic,NoChance,16,5
NoChance,Heroic,NoChance,10,16
Heroic,Heroic,NoChance,16,13
Imperial,DETONA,Imperial,14,16
Imperial,Imperial,DETONA,6,16
DETONA,DETONA,Imperial,16,11
Forty Six and 2,Party Astronauts,Forty Six and 2,14,16
Singularity,Singularity,Mythic,16,11
Infamous,Infamous,Final Feature,8,16
Denial,iNTACT,Denial,16,4
ex-Paradox,ex-Paradox,AVANT,16,10
Athletico,Chiefs,Athletico,10,16
Athletico,Athletico,Skyfire,16,1
Ground Zero,Breakaway,Ground Zero,17,19
paiN fe,paiN fe,Assassins,7,16
Orgless fe,Dignitas fe,Orgless fe,16,8
Breakaway,R!OT,Breakaway,12,16
Crowns fe,CLG Red,Crowns fe,16,7
Besiktas,Besiktas,Carnage fe,16,12
Uruguay,Uruguay,AVANGAR,5,16
AVANGAR,AVANGAR,Uruguay,16,10
Assassins,Assassins,Dignitas fe,16,11
CLG Red,CLG Red,Besiktas,9,16
paiN fe,paiN fe,Orgless fe,16,10
Orgless fe,paiN fe,Orgless fe,14,16
paiN fe,Orgless fe,paiN fe,12,16
ALTERNATE aTTaX,ALTERNATE aTTaX,forZe,3,16
Carnage fe,Crowns fe,Carnage fe,16,9
Crowns fe,Carnage fe,Crowns fe,12,16
Natus Vincere,Natus Vincere,FaZe,16,13
FaZe,FaZe,Natus Vincere,7,16
expert,Epsilon,expert,16,7
volgare,volgare,forZe,6,16
LDLC,Valiance,LDLC,16,4
Sprout,expert,Sprout,10,16
CLG Red,CLG Red,Crowns fe,16,14
Crowns fe,Crowns fe,CLG Red,5,16
Dignitas fe,Dignitas fe,paiN fe,16,1
paiN fe,paiN fe,Dignitas fe,6,16
Chaos,Chaos,forZe,16,10
forZe,Chaos,forZe,16,5
Tricked,Heroic,Tricked,11,16
Tricked,Heroic,Tricked,16,6
Tricked,Heroic,Tricked,16,5
ENCE,Liquid,ENCE,11,16
ENCE,ENCE,Liquid,19,16
Spacestation,Denial,Spacestation,16,9
MASSIVEimpact,MASSIVEimpact,Singularity,8,16
Party Astronauts,Bad News Bears,Party Astronauts,16,3
MASSIVEimpact,Party Astronauts,MASSIVEimpact,10,16
Defusekids,PACT,Defusekids,16,3
SJ,SJ,Squared,16,1
Assassins,CLG Red,Assassins,16,19
CLG Red,CLG Red,Assassins,16,13
CLG Red,Assassins,CLG Red,12,16
PACT,PACT,SJ,16,11
Squared,Defusekids,Squared,14,16
NoChance,NoChance,Uruguay,9,16
NoChance,Uruguay,NoChance,10,16
NoChance,Uruguay,NoChance,12,16
SJ,SJ,Squared,16,12
Squared,Squared,SJ,9,16
Dignitas fe,Besiktas,Dignitas fe,12,16
Besiktas,Dignitas fe,Besiktas,13,16
Dignitas fe,Dignitas fe,Besiktas,16,1
Renegades,MIBR,Renegades,16,6
MIBR,Renegades,MIBR,12,16
Codewise Unicorns,Izako Boars,Codewise Unicorns,11,16
HAVU,HAVU,Copenhagen Flames,9,16
HAVU,HAVU,Izako Boars,16,13
Copenhagen Flames,Copenhagen Flames,Codewise Unicorns,16,14
KoN Denmark,KoN Denmark,KoN Norway,16,13
NiP,Astralis,NiP,16,2
Astralis,NiP,Astralis,14,16
HoP,HoP,Nexus,16,12
HAVU,Codewise Unicorns,HAVU,14,16
Codewise Unicorns,HAVU,Codewise Unicorns,14,16
Codewise Unicorns,Codewise Unicorns,HAVU,16,14
KoN Finland,KoN Finland,KoN Sweden,8,16
KoN Sweden,KoN Denmark,KoN Sweden,16,7
Spacestation,Spacestation,FURIA,2,16
Niknexus,Niknexus,Jaguar,16,11
Niknexus,Niknexus,Jaguar,7,16
Niknexus,Jaguar,Niknexus,17,19
Copenhagen Flames,Copenhagen Flames,SJ,16,12
SJ,SJ,Copenhagen Flames,16,11
SJ,Copenhagen Flames,SJ,11,16
CLG Red,Dignitas fe,CLG Red,16,4
Dignitas fe,Dignitas fe,CLG Red,16,10
Besiktas,Besiktas,Assassins,3,16
Besiktas,Besiktas,Assassins,16,13
Besiktas,Assassins,Besiktas,13,16
Windigo,Chaos,Windigo,12,16
Chaos,Chaos,Windigo,9,16
PACT,Codewise Unicorns,PACT,14,16
Codewise Unicorns,Codewise Unicorns,PACT,16,13
PACT,Codewise Unicorns,PACT,12,16
ENCE,Natus Vincere,ENCE,14,16
ENCE,ENCE,Natus Vincere,3,16
ENCE,Natus Vincere,ENCE,14,16
Astralis,Astralis,MIBR,16,14
MIBR,MIBR,Astralis,7,16
PACT,SJ,PACT,11,16
SJ,PACT,SJ,16,8
MAJESTY,MAJESTY,Hator.CZ,16,13
Hator.CZ,Hator.CZ,MAJESTY,16,12
Hator.CZ,Hator.CZ,MAJESTY,6,16
Furious,Isurus,Furious,16,7
Isurus,Furious,Isurus,16,3
Isurus,Isurus,Furious,19,17
Fighting 4 Freedom,Paradox,Fighting 4 Freedom,16,9
FULL SEND,W7M,FULL SEND,12,16
FULL SEND,FULL SEND,W7M,16,10
Windigo,Windigo,pro100,16,14
pro100,pro100,Windigo,2,16
NoChance,pro100,NoChance,11,16
pro100,pro100,NoChance,2,16
NoChance,Winstrike,NoChance,17,19
NoChance,NoChance,Winstrike,16,11
AVANGAR,AVANGAR,Unicorns of Love,6,16
Astralis,Astralis,ENCE,16,11
ENCE,ENCE,Astralis,4,16
Unicorns of Love,Unicorns of Love,Akopalipsa,16,13
Valiance,Valiance,Chaos,16,11
Isurus,FULL SEND,Isurus,13,16
FULL SEND,FULL SEND,Isurus,3,16
TeamOne,Singularity,TeamOne,16,5
Final Feature,Denial,Final Feature,14,16
Singularity,Singularity,Party Astronauts,16,13
MASSIVEimpact,MASSIVEimpact,Forty Six and 2,16,0
Content,ORDER,Content,16,6
Astral Influence,ORDER,Astral Influence,16,5
Rooster,Athletico,Rooster,10,16
Paradox,Paradox,ORDER,16,12
HAVU,HAVU,Uruguay,5,16
HAVU,Uruguay,HAVU,16,4
Valiance,Epsilon,Valiance,16,9
x-kom,x-kom,NoChance,8,16
x-kom,NoChance,x-kom,10,16
x-kom,x-kom,NoChance,9,16
Chaos,Chaos,Sprout,16,10
Uruguay,Uruguay,Valiance,7,16
Movistar Riders,Movistar Riders,LDLC,19,17
SJ,Unicorns of Love,SJ,16,5
Valiance,Valiance,Vitality,16,12
Bojestvata,Heavy KnockOut,Bojestvata,16,19
Spirit,AGO,Spirit,16,5
Uruguay,Winstrike,Uruguay,13,16
Winstrike,Uruguay,Winstrike,17,19
Winstrike,Winstrike,Uruguay,16,10
Ambush,HAVU,Ambush,16,4
Ambush,HAVU,Ambush,16,7
Evidence,WePlayGames,Evidence,16,7
Evidence,WePlayGames,Evidence,13,16
Evidence,WePlayGames,Evidence,16,4
FURIA,Singularity,FURIA,15,19
Denial,Bad News Bears,Denial,16,8
Forty Six and 2,Infamous,Forty Six and 2,16,6
PC419,Astral Influence,PC419,16,5
Athletico,Athletico,Content,16,10
AVANGAR,Winstrike,AVANGAR,12,16
AVANGAR,AVANGAR,Winstrike,7,16
AVANGAR,AVANGAR,Winstrike,19,16
ALTERNATE aTTaX,OFFSET,ALTERNATE aTTaX,16,4
OFFSET,OFFSET,ALTERNATE aTTaX,8,16
OFFSET,ALTERNATE aTTaX,OFFSET,14,16
Akopalipsa,Akopalipsa,GoldenGitte,4,16
GoldenGitte,Akopalipsa,GoldenGitte,16,8
GoldenGitte,Akopalipsa,GoldenGitte,16,4
Chaos,Chaos,AGO,16,12
Copenhagen Flames,Endpoint,Copenhagen Flames,16,8
Endpoint,Copenhagen Flames,Endpoint,16,6
Endpoint,Copenhagen Flames,Endpoint,13,16
Spirit,Valiance,Spirit,16,6
Windigo,NoChance,Windigo,16,8
Windigo,NoChance,Windigo,16,8
Nemiga,AGO,Nemiga,16,8
AGO,AGO,Nemiga,16,13
Spirit,Sprout,Spirit,16,4
Spirit,Sprout,Spirit,12,16
Spirit,Spirit,Sprout,5,16
SJ,3DMAX,SJ,16,7
AVANGAR,AVANGAR,Epsilon,16,10
Epsilon,AVANGAR,Epsilon,16,5
Movistar Riders,Movistar Riders,Winstrike,19,17
Winstrike,Movistar Riders,Winstrike,14,16
Movistar Riders,Movistar Riders,Winstrike,16,13
Vitality,Chaos,Vitality,17,19
Vitality,Chaos,Vitality,16,9
Vitality,Vitality,Chaos,16,12
Valiance,ALTERNATE aTTaX,Valiance,12,16
Unicorns of Love,ex-Fragsters,Unicorns of Love,16,7
Moraira,Moraira,Codewise Unicorns,16,12
Moraira,Codewise Unicorns,Moraira,16,7
Moraira,Moraira,Codewise Unicorns,16,14
x-kom,Valiance,x-kom,16,7
x-kom,x-kom,Valiance,9,16
Windigo,Heroic,Windigo,14,16
Heroic,Heroic,Windigo,16,11
Windigo,Windigo,Heroic,16,13
x6tence Galaxy,x6tence Galaxy,forZe,6,16
forZe,forZe,x6tence Galaxy,16,10
INTZ.Academy,INTZ.Academy,paiN,16,14
paiN,INTZ.Academy,paiN,11,16
INTZ.Academy,paiN,INTZ.Academy,16,2
MASSIVEimpact,MASSIVEimpact,Party Astronauts,5,16
MASSIVEimpact,MASSIVEimpact,Party Astronauts,4,16
Final Feature,FURIA,Final Feature,16,9
Final Feature,FURIA,Final Feature,16,6
Infamous,Infamous,Denial,8,16
Infamous,Infamous,Denial,5,16
Old Guys Club,Old Guys Club,INTZ,16,11
Old Guys Club,INTZ,Old Guys Club,16,7
Old Guys Club,Old Guys Club,INTZ,6,16
Spacestation,Spacestation,Luminosity,16,13
W7M,W7M,Imperial,16,11
W7M,W7M,Imperial,3,16
Imperial,Imperial,W7M,8,16
FURIA,The Fundamentals,FURIA,10,16
Zone,Zone,Bad News Bears,6,16
Zone,Bad News Bears,Zone,16,4
TeamOne,iNTACT,TeamOne,10,16
iNTACT,TeamOne,iNTACT,16,8
Mythic,Mythic,Singularity,5,16
Mythic,Singularity,Mythic,12,16
Mythic,Singularity,Mythic,16,7
The Quest,The Quest,Hysteria,16,13
Hysteria,The Quest,Hysteria,16,7
Luminosity,Denial,Luminosity,14,16
AVANT,AVANT,Breakaway,7,16
AVANT,AVANT,R!OT,16,11
Chiefs,Chiefs,Caladrius,16,1
Winstrike,Winstrike,Windigo,16,12
Windigo,Windigo,Winstrike,4,16
ALTERNATE aTTaX,ALTERNATE aTTaX,AGO,16,11
Akopalipsa,Akopalipsa,OFFSET,16,13
OFFSET,Akopalipsa,OFFSET,16,3
Moraira,Endpoint,Moraira,13,16
Moraira,Endpoint,Moraira,16,2
Endpoint,Endpoint,Moraira,16,11
Uruguay,ex-Fragsters,Uruguay,13,16
devils.one,SJ,devils.one,13,16
Movistar Riders,Movistar Riders,forZe,6,16
forZe,Movistar Riders,forZe,10,16
Winstrike,Winstrike,x-kom,5,16
x-kom,x-kom,Winstrike,16,11
Nemiga,Nemiga,Spirit,16,11
Nemiga,Spirit,Nemiga,13,16
Windigo,Windigo,Valiance,16,14
Windigo,Windigo,Valiance,3,16
Windigo,Windigo,Valiance,7,16
AVANGAR,Vitality,AVANGAR,14,16
Vitality,AVANGAR,Vitality,12,16
Vitality,Vitality,AVANGAR,9,16
Sprout,Sprout,AGO,8,16
Sprout,AGO,Sprout,16,7
Heroic,Heroic,x6tence Galaxy,3,16
x6tence Galaxy,x6tence Galaxy,Heroic,19,15
Chaos,Epsilon,Chaos,10,16
Chaos,Epsilon,Chaos,16,8
Chaos,Chaos,Epsilon,3,16
LDLC,LDLC,ex-Fragsters,9,16
Endpoint,Endpoint,Akopalipsa,9,16
Endpoint,Endpoint,Akopalipsa,16,11
Endpoint,Endpoint,Akopalipsa,9,16
x-kom,x6tence Galaxy,x-kom,16,9
x6tence Galaxy,x6tence Galaxy,x-kom,16,1
Windigo,Sprout,Windigo,16,9
Windigo,Sprout,Windigo,16,4
Movistar Riders,Movistar Riders,Epsilon,8,16
Epsilon,Movistar Riders,Epsilon,13,16
Nemiga,Nemiga,Vitality,16,13
Vitality,Nemiga,Vitality,11,16
Nemiga,Nemiga,Vitality,6,16
Spirit,Heroic,Spirit,14,16
Heroic,Heroic,Spirit,16,12
Heroic,Heroic,Spirit,16,10
AGO,forZe,AGO,16,4
AGO,AGO,forZe,3,16
Chaos,Chaos,Winstrike,16,12
Chaos,Chaos,Winstrike,16,13
AVANGAR,AVANGAR,Valiance,8,16
Valiance,Valiance,AVANGAR,16,13
Imperial,Imperial,INTZ.Academy,16,14
Imperial,INTZ.Academy,Imperial,11,16
TeamOne,FURIA,TeamOne,16,9
TeamOne,TeamOne,FURIA,5,16
Final Feature,iNTACT,Final Feature,16,8
Final Feature,Final Feature,iNTACT,8,16
Infamous,Hysteria,Infamous,16,4
Hysteria,Infamous,Hysteria,16,3
Hysteria,Hysteria,Infamous,7,16
MASSIVEimpact,Old Guys Club,MASSIVEimpact,13,16
Old Guys Club,Old Guys Club,MASSIVEimpact,16,10
MASSIVEimpact,MASSIVEimpact,Old Guys Club,16,11
Singularity,Singularity,Bad News Bears,19,17
Bad News Bears,Singularity,Bad News Bears,11,16
Bad News Bears,Bad News Bears,Singularity,7,16
Zone,Mythic,Zone,16,4
Mythic,Mythic,Zone,9,16
Mythic,Mythic,Zone,16,13
INTZ,Party Astronauts,INTZ,11,16
Party Astronauts,INTZ,Party Astronauts,16,8
The Quest,Denial,The Quest,16,3
Denial,The Quest,Denial,13,16
The Fundamentals,The Fundamentals,Luminosity,19,16
FURIA,FURIA,Singularity,19,17
Singularity,Singularity,FURIA,16,14
Singularity,Singularity,FURIA,16,10
Mythic,The Quest,Mythic,16,7
The Quest,The Quest,Mythic,16,11
INTZ,INTZ,Denial,16,10
INTZ,Denial,INTZ,17,19
Zone,Old Guys Club,Zone,10,16
Zone,Zone,Old Guys Club,8,16
Zone,Zone,Old Guys Club,16,11
TeamOne,TeamOne,MASSIVEimpact,16,14
MASSIVEimpact,TeamOne,MASSIVEimpact,15,19
TeamOne,MASSIVEimpact,TeamOne,17,19
Final Feature,Hysteria,Final Feature,13,16
Final Feature,Hysteria,Final Feature,16,9
Final Feature,Final Feature,Hysteria,16,14
Party Astronauts,iNTACT,Party Astronauts,17,19
iNTACT,Party Astronauts,iNTACT,10,16
iNTACT,Party Astronauts,iNTACT,16,7
Bad News Bears,Infamous,Bad News Bears,32,34
Infamous,Bad News Bears,Infamous,16,6
Breakaway,Chiefs,Breakaway,16,4
Genuine,Genuine,Chiefs,3,16
Content,Grayhound,Content,16,4
Entity,RRQ,Entity,16,8
Entity,Entity,RRQ,22,20
Entity,Entity,RRQ,16,10
PC419,Chiefs,PC419,16,2
Genuine,Paradox,Genuine,11,16
AVANT,Athletico,AVANT,11,16
Astral Influence,R!OT,Astral Influence,14,16
EHOME,EHOME,Lynn Vision,16,14
Lynn Vision,Lynn Vision,EHOME,6,16
D13,Ignis,D13,12,16
D13,D13,Ignis,16,11
Chiefs,Grayhound,Chiefs,16,4
Paradox,Ground Zero,Paradox,11,16
Alpha Red,Alpha Red,UnkerJohn,16,14
UnkerJohn,UnkerJohn,Alpha Red,9,16
DWFN,2990,DWFN,16,8
DWFN,DWFN,2990,6,16
IPET,Vital Spark,IPET,11,16
Vital Spark,IPET,Vital Spark,16,3
forZe,Epsilon,forZe,11,16
Movistar Riders,Vitality,Movistar Riders,16,9
ALTERNATE aTTaX,Unicorns of Love,ALTERNATE aTTaX,14,16
AGO,Vitality,AGO,16,8
AGO,Vitality,AGO,13,16
AGO,Vitality,AGO,16,6
Epsilon,Epsilon,x6tence Galaxy,16,11
x6tence Galaxy,Epsilon,x6tence Galaxy,12,16
Epsilon,Epsilon,x6tence Galaxy,16,11
AVANGAR,Sprout,AVANGAR,17,19
Sprout,Sprout,AVANGAR,16,14
AVANGAR,Sprout,AVANGAR,11,16
Chaos,Chaos,Movistar Riders,4,16
Chaos,Chaos,Movistar Riders,9,16
Windigo,Nemiga,Windigo,19,22
Windigo,Nemiga,Windigo,14,16
Heroic,x-kom,Heroic,16,6
Heroic,Heroic,x-kom,16,12
Heroic,Heroic,x-kom,16,14
devils.one,3DMAX,devils.one,16,6
Virtus.pro,Virtus.pro,Izako Boars,8,16
Uruguay,expert,Uruguay,11,16
Nexus,Nexus,Unicorns of Love,16,14
GamePub,devils.one,GamePub,16,4
The Quest,FURIA,The Quest,16,6
Final Feature,Mythic,Final Feature,14,16
Final Feature,Final Feature,Mythic,16,11
FURIA,The Quest,FURIA,11,16
